BuId,Rim,TotalCards
937323,759674,1
937436,759716,1
895879,760038,1
850461,760048,2
953050,760081,1
918565,760090,1
933212,760140,1
909752,760172,2
932910,760212,1
932935,760361,1
932416,760363,1
937495,760418,1
921227,760535,1
959783,760591,1
929719,760853,1
918882,760942,1
937352,760976,2
937400,760995,1
936747,761147,1
937355,761160,1
926512,761188,1
911415,761194,1
937593,761196,1
950266,761282,1
928694,761287,1
895646,761301,2
946672,761303,2
937599,761317,1
937600,761345,1
930428,761355,2
937523,761392,1
900904,761406,1
937604,761411,1
937531,761443,1
901675,761454,1
850464,761472,3
937358,761479,1
937533,761591,2
901767,761596,1
919628,761621,1
930000,761740,2
927857,761816,1
906855,761896,1
937538,761921,1
937544,762110,1
937667,762170,1
934375,76218,1
937669,762227,1
947752,762237,1
912278,762240,1
937672,762300,1
937675,762390,1
932976,762396,1
933210,762430,1
906987,762452,1
907945,762535,2
922868,762540,1
928984,762629,1
937557,762642,1
908348,762650,1
955383,762718,1
954300,762835,1
937690,762842,1
955309,762892,1
898143,762927,1
937742,762966,1
906079,763010,2
958397,763083,1
949236,763099,1
932098,763112,1
937645,763186,1
929618,763227,1
937579,763310,1
937649,763321,1
921561,763437,1
936738,763504,2
937750,763516,1
897418,763549,1
937587,763560,2
929773,763646,1
937705,763681,1
937754,763690,2
959076,763857,1
937906,763867,2
929875,763876,1
926923,763893,1
918297,763935,1
937769,763952,1
937861,763960,1
937802,763968,1
937771,763993,1
904736,764113,2
958335,764127,1
910276,764176,2
920276,764233,1
959431,764357,1
921096,764389,2
933792,764396,2
935071,764431,1
937813,764441,2
909085,764469,1
946704,764470,1
926803,764477,1
937815,764514,1
937780,764547,1
937816,764569,2
917146,764601,1
937818,764616,1
937922,764653,2
937926,764759,1
920152,764867,1
928943,764926,1
936307,764979,2
908146,765003,1
934218,765051,2
937792,765094,1
921685,765171,1
937934,765301,1
925838,765338,1
937935,765408,1
905321,765416,1
937839,765449,3
936587,765454,1
923139,765614,1
937891,765640,1
923714,765691,1
899408,765698,2
937895,765784,1
951804,765843,1
937848,765850,1
937959,765890,1
931910,766021,2
937963,766115,2
937854,766187,1
929118,766299,1
933586,766459,1
933594,766464,1
938023,766536,2
938025,766673,1
935512,766768,1
938072,766961,1
928406,767041,1
935052,767044,1
922117,767051,2
923166,767177,1
896812,767269,1
918961,767298,1
945355,767308,1
937988,767360,1
926329,767402,1
934915,767543,1
938035,767614,2
936842,767657,2
937994,767670,1
924309,767696,1
898847,767724,1
938127,767809,1
937996,767820,1
937997,767844,1
906878,767846,1
938129,767935,1
895678,768054,1
938131,768125,1
926027,768145,1
920095,768166,1
928624,768211,1
937760,768259,2
929828,768267,1
925099,768298,1
938085,768316,1
938005,768380,1
922454,768481,1
923051,768494,1
928161,768571,1
947666,768630,1
904197,768693,1
911478,768694,2
896810,768703,2
868954,1293996,3
869098,1294168,1
868957,1294281,1
869025,1294312,2
868958,1294326,1
869027,1294369,1
869028,1294423,1
869104,1294543,2
868962,1294558,1
869030,1294576,2
868963,1294603,1
868887,1294627,1
868888,1294737,1
869033,1294935,1
958660,1294991,1
869109,1295102,1
952719,129520,1
869122,1295481,1
869039,1295495,1
869199,1295536,1
869116,1295578,2
869342,1295646,1
869126,1295680,1
869127,129581,1
869344,1295830,1
869346,1295969,1
869274,1296014,1
869275,1296065,1
869349,1296255,2
869208,1296261,1
869277,129630,1
869209,1296317,1
869139,1296649,1
869283,1296657,1
869216,129678,1
956673,1296944,1
947037,1297069,1
869221,1297143,1
869295,1297559,1
869154,1297808,2
869298,1297814,1
869155,129790,1
869299,129792,2
869157,1298166,2
869376,129828,1
869237,1298453,1
947779,1298765,1
869164,1298791,1
869165,1298877,1
869383,1299003,1
869387,1299297,1
869316,1299617,1
869391,1299632,2
958626,1299808,1
869395,1299997,1
950642,1300001,1
869398,1300336,2
869257,130037,1
869183,1300497,1
869184,1300583,1
850623,1300735,1
869261,1300878,2
869404,1300908,1
869330,1301046,2
958871,1301063,1
869190,1301075,1
869191,1301126,1
869192,1301320,1
869408,1301338,1
869490,1301602,1
869337,1301635,1
869421,1301659,1
869413,1301811,1
869494,1301929,1
869341,1302026,1
869495,1302171,1
869564,1302284,1
869642,1302483,1
950328,1302485,1
850595,13025,1
869500,1302569,1
869430,1302641,1
869647,1302769,1
869571,1302800,1
851441,1302822,1
869649,1302841,1
869435,1302873,1
869506,1302911,1
869436,1302942,2
869652,1303011,1
869509,1303080,1
869440,1303236,1
869511,1303263,1
869512,130336,1
869580,1303393,1
869581,1303413,1
869583,1303544,1
869447,1303663,1
869585,1303709,1
869518,130375,1
869664,1303858,1
869450,130427,1
869590,1304446,1
945888,1304544,1
869453,1304650,1
869525,1304703,1
869526,1304751,1
869455,1304784,2
869527,1304806,1
869456,1304812,1
946546,1305337,1
869679,1305662,1
869604,1305733,1
869538,1305874,2
869606,1305891,1
869682,1305893,1
869683,1305947,1
869685,1306034,1
869542,1306043,1
869610,1306058,1
948017,1306107,1
955461,1306133,1
869548,1306429,1
869694,1306476,2
869555,1306676,1
869623,1306721,1
956865,1306757,1
946391,1306761,1
959475,1306768,1
869483,1306915,1
869624,1306932,1
869701,1306984,1
869628,1307315,1
869561,1307335,1
869562,1307375,1
869630,1307460,1
869716,1307568,1
869708,1307697,1
869634,1307813,1
869710,1307920,1
869713,1308168,1
869797,1308190,1
951302,1308498,1
950325,1308629,1
869869,1308660,2
959165,1308680,1
869803,1308758,2
869730,1308829,2
869806,1308917,1
869732,1308929,1
956814,1308986,1
953608,1308993,1
869874,1309034,1
869809,1309120,1
869951,1309165,1
869736,1309176,1
869737,1309241,1
869738,1309314,1
948020,1309358,1
869739,1309366,1
869884,1309696,1
958767,1309780,1
869962,1309929,1
869822,1309935,1
869748,130994,1
869750,1310033,1
869892,1310072,1
869826,1310096,1
869752,1310099,2
869970,1310397,1
869831,1310480,1
950626,1310487,1
869972,1310558,1
869832,1310576,1
869758,1310578,1
948871,768724,1
936004,768825,1
938144,769058,1
916313,769081,3
938047,769126,1
951927,769141,1
946387,769166,1
912649,769171,1
938153,769312,1
955292,769454,1
938157,769563,1
935466,769580,1
938152,769628,3
936396,769639,1
938057,769973,1
928715,770016,1
934381,770050,1
928616,770157,1
938240,770240,2
928207,770446,1
938288,770471,1
938247,770524,1
910995,770545,1
937178,770717,1
936751,770802,1
938297,770828,1
927144,770870,2
905383,770927,1
929746,770940,2
938204,771055,2
938305,771163,1
938168,771218,1
938253,771229,1
938307,771239,1
938208,771244,1
938255,771333,1
938213,771399,1
938259,771414,1
938312,771418,1
935347,771426,1
938313,771463,1
909184,771539,1
938175,771672,1
938177,771716,2
927758,771982,1
938266,772066,1
909274,772160,1
949989,772217,1
957087,772307,1
921417,772416,1
926867,772570,1
928588,772617,1
895653,772711,2
938189,772726,1
938332,772785,1
905547,772843,2
955176,772862,1
933483,772913,1
926144,773022,1
928867,773047,1
921117,773178,1
938392,773234,1
850468,773526,1
938117,773790,1
938284,773806,1
902429,773995,2
936163,774090,1
938405,774109,2
938340,774193,1
937028,774280,1
938500,774303,1
921208,774345,1
923982,774529,1
898927,774530,1
938506,774548,1
925500,774775,1
911866,774841,1
905730,774931,2
952345,775116,1
850469,775209,1
913364,775227,1
938425,775274,1
946764,775361,1
959574,775396,1
937639,775526,1
938432,775737,1
905744,775743,1
938433,775755,1
938475,775758,1
938370,775787,1
903126,77584,1
933529,775870,1
905483,775938,1
922123,776033,1
926014,776062,1
956969,776067,1
920530,776098,1
936193,776215,1
938486,776430,1
937958,776599,2
959715,776723,1
919014,776737,1
937212,7768,2
938557,776824,1
897839,776931,1
945846,776936,1
928785,776969,1
914816,777043,1
938541,777078,1
945748,777085,1
937060,777099,1
938598,777239,1
938599,777292,1
937616,777318,1
938632,777346,1
908044,777467,1
918880,777475,1
932620,77755,2
938681,777567,1
938682,777625,1
938638,777645,1
938605,777681,1
901785,777688,1
926929,777764,1
926663,777804,1
920387,777841,1
947367,777906,1
923979,777907,1
910113,777926,1
938609,777964,1
926633,778019,2
910656,77803,1
908684,778097,1
924147,778111,2
921692,778134,2
924072,778139,1
938412,778172,1
926843,778213,2
945738,778227,1
938564,778239,1
938617,778248,2
914297,778274,1
938619,778303,1
936863,778331,1
908209,778334,1
938620,778343,1
913198,778597,1
936582,778602,1
927413,778688,1
922070,778691,1
948893,778718,1
938570,778759,1
938659,77877,1
952029,778811,1
922156,778840,1
917111,778858,2
918405,778958,2
937787,77897,1
938625,779045,1
850474,779089,1
938575,779118,1
948894,779303,1
925679,779533,1
928903,779605,1
938673,779617,1
938718,77966,1
929688,779686,1
938719,779741,2
948895,779767,1
908738,779904,1
938676,77994,1
919972,779958,1
938851,779992,1
948896,780021,1
938809,780084,1
956724,780205,1
938771,780309,1
927379,78031,1
926679,780518,1
928804,780726,1
901042,780770,1
903589,780945,1
936312,780995,1
938734,781029,1
934250,781109,2
850479,781120,1
929722,781131,1
919362,78132,1
905892,781328,1
911568,781390,1
910059,781433,1
922015,781494,2
938744,781625,1
934652,781785,1
909795,781799,1
954820,781853,1
922860,781909,1
910649,781920,2
927154,781938,2
906867,781946,1
937914,781956,1
938792,782012,1
900372,782044,1
938794,782174,1
945413,782408,1
938835,782546,3
909367,78258,1
938886,782720,1
938759,782776,1
932813,782792,1
924856,782976,1
938765,783048,1
952381,783159,1
938843,783193,1
926207,783272,1
938844,783311,2
933623,783327,1
948877,783379,1
932590,783383,1
932254,783413,1
955014,783531,1
938896,783533,1
897207,783623,1
926427,783642,1
931052,783867,2
910264,783913,1
939039,784355,1
936569,784381,1
926067,784423,1
948878,785052,1
927683,785163,1
938915,785178,1
937171,785378,2
931108,785466,1
938953,785470,1
923178,785560,1
938919,785755,1
907609,785802,1
931892,785845,1
924114,786002,1
850485,786102,1
919871,786131,1
924600,786182,1
934423,786334,1
939068,786429,1
949678,786482,1
937549,786702,1
954413,786732,1
918682,786959,2
905180,787087,1
923230,787101,1
937261,787206,1
895690,787208,1
908705,787267,1
927764,787290,1
925660,787321,3
908501,78737,1
948880,787382,1
938977,787411,2
930758,787483,1
938980,787504,1
911496,787734,1
939031,787740,1
921451,787908,1
958305,787953,1
939146,787991,1
932921,787996,1
939033,788016,1
928883,788161,1
939226,788184,2
918811,788879,1
924997,788972,1
939107,789215,1
925676,789337,1
946854,789363,1
939243,789402,1
918419,789411,1
939195,789431,1
939169,789480,1
939245,789490,1
898162,789519,1
932308,789550,2
939198,789610,1
896926,789726,2
902725,789836,1
937181,790018,3
917980,790064,1
935156,790134,1
946318,790173,1
935845,790201,1
932077,790496,2
920451,790560,1
939179,790804,1
906598,790905,1
931957,790934,1
926398,790937,2
918409,791076,2
925375,791112,1
933115,791118,1
950385,791276,1
914324,791320,1
938918,791451,1
937197,791656,1
905684,791730,2
903580,791739,1
898671,791876,1
949691,792109,1
910452,792184,1
931304,792373,1
945910,792555,1
925363,792686,1
939054,792878,1
929801,793116,1
923269,793177,1
939270,793207,1
939322,793208,1
850341,793379,1
937925,793610,1
924482,793632,1
934823,793692,1
909541,793736,2
901105,793874,1
907117,793880,1
930741,793919,1
939384,79392,1
929989,794088,1
939280,794128,1
939435,79419,2
954063,794195,1
935395,794254,1
934934,794517,2
939286,794757,2
922089,794776,1
930497,794797,1
907698,794874,1
931258,794893,2
939346,794993,1
939288,795031,2
898426,795073,2
921180,795164,4
939351,79522,1
939447,795239,1
925048,795247,2
939352,795267,1
939354,79539,1
899582,795452,1
946187,795525,1
939401,795702,1
928699,795983,1
950936,796047,1
939366,796088,2
939307,796268,1
950298,796375,1
934232,796414,1
947528,796474,1
939452,796508,1
939310,796698,1
950211,796756,1
939311,796801,1
895792,796864,1
927099,797075,1
909580,797271,3
904260,797527,2
937998,797542,3
899670,797582,1
934706,797617,2
905713,797821,1
948898,797830,1
939525,797838,2
939550,7981,1
921229,798315,1
912026,798422,1
905913,798455,1
927672,798484,1
910706,798602,1
918781,798613,1
939600,798769,1
948899,798816,1
939601,798863,1
945779,799169,1
939605,799237,2
939480,79928,1
869901,1310701,1
869762,1310768,1
869903,1310840,1
869904,1310888,1
869765,131093,2
869840,1311035,1
869906,1311065,1
869843,1311281,1
869772,1311435,1
869913,1311527,1
869914,1311588,1
869776,1311646,1
869993,1311823,1
869994,1311880,1
869780,1311905,1
869856,1311986,2
869997,1312044,1
869922,1312104,1
869784,1312134,2
869923,1312137,1
870001,1312300,1
851248,1312376,1
870003,1312414,1
869862,1312418,2
869928,1312444,2
869930,1312648,2
870006,1312659,1
869864,1312676,1
870242,1312782,1
870010,1312926,1
870244,1312955,1
869935,1312986,1
870245,1312994,1
870021,1313001,1
870246,131307,1
870248,1313171,1
870167,1313394,1
953227,1313530,1
870168,1313546,1
950689,1313601,1
870254,1313689,1
870033,1313835,1
870258,1313875,1
870179,1314196,1
948023,1314327,1
870043,1314464,1
870044,1314615,1
870185,1314617,1
870045,1314691,1
870270,1314760,1
870188,1314863,1
870050,1315134,1
870191,1315144,1
870192,1315200,1
870119,1315438,1
870278,1315440,1
870053,1315443,1
870054,1315526,1
870055,1315670,1
870282,1315792,1
870058,1315873,1
870127,1316060,1
870128,1316084,1
870204,1316339,2
870289,1316348,2
870205,1316389,1
947218,1316411,1
870290,1316429,1
956999,1316839,1
870139,1317010,2
870073,1317036,1
870140,1317048,2
870075,1317137,2
870143,1317372,1
870218,1317419,1
870144,1317428,1
870303,1317457,1
870078,1317468,1
870079,1317548,1
870220,1317603,1
870306,1317611,1
870221,1317650,2
870308,1317724,2
870225,1317935,1
870087,1318041,1
870088,1318205,1
870228,1318212,1
870313,1318253,1
870229,1318268,1
870399,1318771,1
870163,1318804,1
952040,1318818,1
870164,1318869,1
870324,1318995,1
946551,1319002,1
870403,1319025,1
870546,1319494,2
850320,1319613,3
870468,1319639,1
947141,1319673,1
870407,1319735,1
948005,1319862,1
870552,1320212,1
870334,1320256,1
870335,1320340,1
870477,1320685,1
870338,1320737,1
870416,1320814,1
870341,1320944,1
870564,1321605,1
870346,1321676,1
870491,1322265,1
870429,1322374,1
870430,1322477,1
870432,1322554,2
870356,1322661,1
947363,1322705,1
870357,1322713,1
870577,1322843,1
870360,1322928,1
870437,132293,1
947683,1323144,1
870441,1323302,1
870582,1323342,1
870442,1323369,2
870366,1323467,1
870507,1323617,1
870585,1323618,1
870447,1323901,1
870511,1324038,1
958455,1324505,1
870516,1324589,2
870594,1324599,1
870517,1324723,2
870596,1324875,1
870456,1325159,1
870386,1325675,1
870618,1326133,3
870532,1326741,1
870694,1326779,2
870612,1327089,1
870624,1327116,1
870536,1327287,1
870626,1327428,1
870701,1327709,1
945318,1328056,1
870704,132834,1
870632,1328445,1
870770,132847,1
870847,1328744,1
870772,1328892,1
870848,132902,2
951733,1329153,1
870636,1329180,1
870850,1329200,1
870776,1329371,1
870853,1329452,1
870712,1329477,1
870640,1329487,1
870854,132957,1
870643,1330211,1
870781,1330213,1
870857,1330241,1
870858,1330352,1
870859,1330443,3
870646,1330529,1
870860,1330615,1
870785,1330736,1
870720,1330802,3
870648,1330806,1
870786,1330812,1
870721,1330844,2
870649,1330864,1
851121,1331152,1
870864,1331280,1
926478,799582,3
921057,799632,1
908252,799860,1
939565,799862,1
939616,79989,2
939523,799907,2
922905,799937,1
901749,799949,2
939617,799962,1
939526,800030,1
936801,800056,1
956957,800080,1
959661,800175,1
939623,800188,2
939624,800251,1
938399,800261,1
936981,800319,2
939627,800355,1
939534,800490,1
895795,800550,1
939537,800622,1
925984,800682,2
905339,80069,1
925057,800718,2
939724,800931,1
923473,800934,2
939810,800943,3
931209,800984,1
939687,800986,1
901395,801020,2
939689,801085,1
928500,801200,2
930699,801257,1
912414,801285,1
939655,801292,1
939692,80136,1
939731,801398,1
921145,801479,1
920816,801502,1
939020,801563,1
901416,801619,1
933532,801684,1
921907,801720,1
929021,801727,1
937824,801768,1
923481,801786,1
907882,801810,1
929323,801865,1
935488,801959,1
935456,802020,1
929713,802066,1
907624,802089,1
925307,802093,1
918338,802270,1
939755,802271,1
937977,802287,1
939671,802365,1
939585,802431,1
931327,802462,1
950487,802481,1
923364,802486,2
927199,802528,1
927478,802567,1
934343,802579,2
939829,802656,1
938481,802662,1
939831,802710,1
927062,802731,1
939760,802834,1
905140,802932,1
920342,802975,1
933250,803028,2
926549,803073,1
954050,803110,1
946020,803316,1
923193,803439,1
922726,803465,1
928662,803500,1
954028,803588,2
939780,803606,3
907751,803642,1
951970,803656,1
947453,803701,1
920920,803710,1
903241,803737,1
939904,803771,1
923733,803777,1
946970,803778,1
932205,803971,1
939858,804020,1
931998,804046,1
939953,804101,2
926509,804170,1
937894,804219,1
932273,804237,1
924103,804281,1
956637,804324,1
952974,804371,1
939075,804426,2
949265,804499,1
939866,804538,2
918660,80466,1
898724,804710,1
948886,804794,1
927738,804832,2
936454,804866,1
926152,804910,1
939874,804966,2
928403,804967,2
906941,805052,1
939968,805271,1
902650,805275,2
928791,805343,1
939800,805369,1
898111,805458,1
905416,805491,1
937965,805557,1
939884,805598,1
912165,805636,1
939975,805706,1
905393,805720,1
919206,805759,1
939934,805782,1
930998,805827,1
939888,805843,1
955248,805868,2
925921,805879,1
939937,805885,1
939979,805925,1
939717,805948,1
927573,805958,1
946708,805999,1
899219,806003,1
939892,806046,1
916853,806080,1
918998,806081,1
903469,806127,2
940131,806234,1
939895,806237,1
910940,806288,1
896974,806395,1
930413,806414,1
940030,806419,1
940081,806488,1
913659,806521,1
907318,806529,1
898246,806556,1
929776,806631,2
939994,806692,1
940135,806715,1
898218,806925,1
924859,806981,1
899494,807000,1
931349,807056,1
940000,807188,1
946377,807204,1
903030,807283,2
933973,807305,1
953240,807417,1
940003,807473,2
925502,807525,1
940045,807558,1
920522,807663,1
933479,807730,1
938873,807822,1
904308,807912,1
900517,80798,1
940009,808011,1
904866,808036,2
908761,808073,1
940011,808120,1
953260,80823,1
940101,808310,2
957129,808396,1
915075,808462,1
930058,808508,1
940017,808561,1
902056,808604,2
931341,808609,1
940107,80862,1
940020,808651,1
926899,808695,1
937407,808918,3
940024,808921,1
940026,809019,1
921062,809054,1
931075,809197,1
940157,809296,1
926775,809319,2
931127,809439,1
940072,809634,2
949999,1331283,1
870654,1331505,2
870793,1331629,1
870728,1331675,1
870731,1332031,2
947227,1332089,1
870733,133226,1
870873,1332323,1
870734,1332329,1
870874,1332389,1
870663,1332408,1
870801,1332418,1
870736,133252,1
947493,1332823,1
870878,1332850,2
870880,1332997,1
870741,1333029,1
870669,133308,1
870743,1333237,1
870671,1333249,1
870883,1333293,1
870673,1333475,1
870812,1333598,1
851027,1334249,1
870752,1334255,1
870680,1334308,1
870681,1334419,1
870819,1334539,1
945966,1334574,1
870756,1334672,1
870896,1334782,1
870823,1334934,1
870824,1335139,1
870900,1335178,1
870690,1335268,1
870764,1335327,2
870828,1335363,1
870920,1335592,1
870832,1335611,1
948030,1335648,1
870921,1335653,1
870834,1335724,1
958943,1335731,1
870996,1335783,1
870835,1335791,1
951186,1335833,1
870998,1335873,1
870913,1335909,2
871000,1335991,1
870931,1336214,1
871150,1336377,2
870936,1336603,1
871076,1336615,1
954417,1336691,1
871079,1336815,1
871157,1337010,2
870941,1337063,1
870942,1337150,1
952055,1337160,1
871159,1337219,1
871018,133760,2
871166,1337833,1
871022,1337843,1
870951,1337917,2
950101,1337970,1
871024,1337978,1
871025,1338101,1
952615,1338313,1
871098,1338592,1
870962,1339053,1
871179,1339113,1
871035,1339117,1
870967,1339567,1
871106,1339569,1
871185,1339659,1
871041,133968,2
871112,1339908,1
871190,1339933,1
871191,1339986,1
952529,1340023,1
870979,1340183,1
871119,1340221,1
870981,1340299,2
870983,1340520,2
871123,1340622,1
871201,1340626,1
870985,1340654,1
871124,1340670,3
870988,1341029,1
871127,1341030,1
871128,1341131,1
870990,134120,1
871130,1341246,1
871064,1341279,2
871134,1341552,1
948037,1341560,1
959377,1341575,1
871225,1341607,1
946754,1341611,1
871227,1341726,1
871215,1341745,1
871301,1341805,1
871230,1341959,2
871218,1342025,1
871220,1342233,1
871143,1342260,1
871144,134236,1
949927,1342402,1
871236,1342420,1
871312,1342645,1
871313,1342730,1
871456,1342748,1
871244,134299,1
871461,1343070,1
871247,1343144,1
871249,1343384,3
871323,1343601,1
871253,1343774,1
871255,1344002,1
871257,1344191,1
871548,1344230,1
871332,1344293,2
871260,1344327,1
871262,1344499,1
871263,1344528,1
871336,1344581,2
871478,1344615,1
871267,1344831,1
871483,1345105,2
871342,1345153,1
871270,1345218,1
871343,1345225,1
871485,1345289,1
871347,1345590,1
871277,1345789,1
871491,1345795,1
871568,1345799,1
871492,1345831,1
871352,1346002,1
871494,134602,1
871282,1346167,1
871283,1346221,1
945824,1346525,1
871359,1346542,1
871287,1346545,1
871502,134671,1
871504,1346842,1
946086,134699,1
871585,1347195,1
871368,1347246,1
871299,1347644,1
871512,1347652,2
871590,1347663,2
871514,1347794,1
871594,1348080,1
871595,1348127,1
871381,134818,1
871520,134839,1
871606,134847,1
871521,1348512,1
871600,1348592,1
871608,1348609,1
871387,1348715,1
871524,1348754,1
871754,1348890,2
871614,1349364,1
871758,1349442,1
871616,1349510,1
871682,1349577,1
871617,1349664,1
871397,1349851,1
871763,1349859,1
871622,1350088,1
871766,1350113,1
871767,1350257,1
940160,809656,1
927319,809892,1
921575,809972,1
956817,809986,1
911461,810045,1
940259,810111,1
923288,810202,1
953904,810344,1
925554,810548,1
930381,810852,1
939610,810945,2
933118,811093,1
921835,811213,1
902925,81139,1
931618,811566,1
940330,811604,2
850510,811615,1
906416,811750,1
940219,811790,1
910022,811796,1
940279,811929,1
914742,811943,1
923010,812169,1
958969,812170,1
908615,812236,1
932429,812242,2
939887,812317,1
906794,812402,1
924912,812439,1
940194,812594,1
937384,812682,1
940233,812699,1
940292,812702,2
929689,81275,1
926120,812816,1
931877,812819,2
899146,812903,1
938834,812940,2
940196,812996,1
940298,813084,1
940240,813136,2
945493,813150,1
940345,81319,1
923191,813191,1
940242,813274,1
895694,813339,1
940244,81342,1
905311,81344,1
940202,813443,1
959102,813521,1
924034,813722,1
930426,813764,1
940308,813791,1
935105,813875,2
937196,813931,1
940311,814024,3
936410,814081,1
940356,814120,1
940256,814151,1
940257,814387,1
931179,814410,2
936798,814426,1
940451,814593,2
939653,814598,2
940453,81465,1
895960,814698,1
940454,814701,1
940412,814713,1
926814,814804,1
920615,814889,1
936287,814960,2
899677,814964,1
904687,815233,1
898730,815395,1
908549,815508,1
940464,815793,1
939923,815813,2
940421,815886,2
940382,816109,1
911761,81611,2
952216,816240,1
940521,816270,1
895803,816273,1
927269,816330,1
940523,816335,2
896775,816543,1
940433,816694,1
946275,816751,1
921222,81683,1
940396,816838,1
940480,816912,1
940437,816932,2
940482,817081,1
940540,817133,1
937578,817281,2
940401,817305,1
921681,817308,1
938805,817309,1
955445,817387,1
940405,817397,1
927209,81740,1
926096,817412,1
903097,817457,1
926183,817524,2
914530,81758,1
920952,817608,1
908768,817658,1
927970,817706,1
927876,817715,2
936024,817731,1
949155,817758,1
908378,817815,1
940553,817816,1
922632,817879,2
911492,817961,2
926251,81799,1
899911,818006,1
940552,81801,1
915699,818173,2
920836,81820,1
940558,818217,2
909415,818284,1
917032,818335,1
940598,818390,1
958513,818416,1
939427,818470,1
930501,818515,1
908666,818526,1
940671,818559,1
939396,818636,1
940672,818666,1
930341,818821,1
940640,818914,1
940673,818923,1
909998,818957,1
925559,81898,1
940607,81902,1
924221,819020,1
936353,819038,1
913570,819288,1
906661,819348,2
925609,819372,1
920890,819391,1
938875,819421,1
912017,819440,1
959003,819510,1
933350,819609,1
930843,819726,1
940682,819829,1
921708,819867,1
940575,820001,1
940653,820012,1
950454,820054,1
908386,820066,2
904496,820096,1
940687,820100,1
906971,820220,3
936903,820255,1
940621,820289,1
940655,820300,1
926986,820460,1
850516,820568,2
918758,820592,1
931322,820647,1
928048,820662,1
940585,820765,1
934447,820829,1
940587,820878,1
913075,820926,1
850517,820987,1
899997,821070,1
913624,821079,1
938121,821149,2
939034,821304,1
912328,821338,2
949119,821357,1
940630,821367,2
940664,821512,1
936773,821549,3
950850,821577,1
909990,821589,1
947479,821602,1
932792,821640,1
936365,821643,1
897566,821807,1
932662,821843,1
940633,821850,1
918947,822119,1
938022,822188,1
931508,822299,1
940747,822323,1
949663,822656,1
928719,822927,1
924282,823069,2
940797,823148,1
940753,823202,1
940799,823215,1
950615,823219,1
895699,823270,1
940835,823387,1
919743,823429,3
922001,823453,1
905153,823541,1
948930,823619,1
958828,823724,1
940842,823739,1
926490,823895,1
940846,824020,1
906734,824170,1
937074,824502,1
959397,824599,1
938677,824606,1
918230,824697,1
940736,824715,3
940767,824761,1
920143,82481,1
910235,824900,1
940770,824931,1
950421,825104,1
936820,825106,1
934459,825176,1
940775,825423,1
906527,825479,1
948912,825561,1
927350,825756,1
919849,825772,1
928821,826009,1
939791,826061,1
924316,826248,1
912666,826249,2
940958,826258,1
918915,826273,1
940917,826324,1
936734,826341,1
940918,826412,1
917399,826431,1
940960,826441,1
850521,826456,1
924768,826586,2
955094,826760,1
940924,826766,1
951019,826890,1
947111,827062,2
906105,827342,1
924054,827355,3
926501,827394,1
914363,827555,1
925581,827876,1
920375,827931,1
940888,828066,1
924921,828084,1
850522,828109,2
923612,828379,1
931238,828412,1
940939,828432,1
949128,828742,1
929487,828793,1
938700,828921,1
940945,828980,2
938661,829037,1
941067,829054,1
941068,82909,1
933438,829248,2
898967,829308,1
901941,829528,1
932087,829604,1
899196,829654,1
940901,829672,1
950799,829791,1
940954,829830,1
895707,829856,1
939133,829875,1
940994,829976,1
923376,830136,2
918591,830333,1
941091,830351,1
955441,830463,1
940909,830540,1
941094,830621,1
941004,830953,1
941168,831309,1
911289,831365,1
926064,831408,1
940287,831463,1
929511,831475,3
941008,831754,1
930603,831778,1
953358,831942,1
903406,832030,1
929478,832148,2
939684,832235,1
941175,832477,1
938733,833147,1
907020,833162,1
941018,833245,1
941104,833281,1
900056,833336,2
948921,833438,1
941106,833560,1
921936,833660,1
915220,833718,1
922682,833744,2
928759,833764,1
901587,833939,1
937654,834110,1
920331,834189,1
926052,834205,1
920515,834328,2
948922,834341,1
850524,834602,2
941112,834619,2
925855,834801,1
941182,834817,1
935304,834890,1
941030,834924,2
941147,835033,1
898589,835216,1
941183,835243,1
941116,835272,1
903574,835311,1
926750,835447,1
959118,835620,1
905556,835637,1
941151,835639,1
941124,835911,1
941154,835948,1
939264,835970,1
940043,836049,2
922993,836073,1
941243,836085,2
941160,836347,1
929868,836359,2
941245,836469,1
941161,836607,1
936091,836728,1
941205,836797,1
931932,836906,1
941247,836923,1
941277,837014,1
930129,837046,1
928505,837055,1
941305,837066,1
931649,837132,3
939508,837348,1
895807,837389,1
922162,837405,1
938991,837457,1
903637,837460,1
927135,837512,1
918478,837579,1
945756,837582,1
850526,837628,1
921554,837723,1
927997,837788,1
953307,837952,1
941254,837988,1
941311,837995,1
908832,838043,1
950109,838164,1
941312,838165,1
924488,838367,1
941221,838433,1
941256,838436,1
941222,838458,1
921812,838480,1
850528,838539,2
938128,838695,2
899549,838764,1
913695,838775,1
902626,838915,1
920580,838988,3
919141,839037,1
958548,839109,1
941260,839160,1
925996,839188,1
925902,839282,2
936044,839286,2
941134,839301,1
932042,839363,1
949602,839419,1
904452,839423,1
926643,839449,1
871625,1350343,2
871690,1350355,1
947583,1350401,2
871771,1350582,1
871773,1350754,1
871776,1351366,1
871635,1351514,1
871781,1351740,1
871703,1351836,1
871641,135199,1
871706,1352084,1
958376,1352257,1
871788,1352365,1
871426,1352710,1
871427,1352785,1
871715,1352793,1
871650,1352894,2
871428,1352899,1
946984,1352946,2
871429,1352971,1
871653,1353113,1
871720,1353227,1
871803,1353940,1
871726,1354043,1
871439,1354141,1
